Frequency (Hz)	Level (dB)
401.055908	-59.054821
401.392365	-62.281475
401.728821	-62.633804
402.065277	-61.921909
402.401733	-61.190903
402.738190	-63.180634
403.074646	-61.133568
403.411102	-61.113865
403.747559	-63.382221
404.084015	-62.209385
404.420471	-61.041058
404.756927	-61.819324
405.093384	-62.800056
405.429840	-61.881279
405.766296	-63.676804
406.102753	-62.938778
406.439209	-62.986012
406.775665	-61.475536
407.112122	-63.532845
407.448578	-63.479710
407.785034	-64.225647
408.121490	-65.543198
408.457947	-62.958477
408.794403	-62.203484
409.130859	-62.506008
409.467316	-62.310322
409.803772	-62.225590
410.140228	-60.369755
410.476685	-63.854000
410.813141	-62.728561
411.149597	-61.525974
411.486053	-62.293098
411.822510	-64.766937
412.158966	-64.073837
412.495422	-65.592171
412.831879	-60.697536
413.168335	-62.511349
413.504791	-61.930614
413.841248	-61.696827
414.177704	-64.583992
414.514160	-63.544735
414.850616	-62.657669
415.187073	-61.349888
415.523529	-60.575630
415.859985	-62.523811
416.196442	-63.364334
416.532898	-62.069714
416.869354	-62.686428
417.205811	-64.885971
417.542267	-64.207367
417.878723	-62.042152
418.215179	-61.767799
418.551636	-62.417862
418.888092	-61.054249
419.224548	-61.854057
419.561005	-63.608997
419.897461	-61.688625
420.233917	-61.542377
420.570374	-61.180286
420.906830	-63.151546
421.243286	-64.534325
421.579742	-61.661343
421.916199	-62.691280
422.252655	-62.560871
422.589111	-62.499619
422.925568	-61.687485
423.262024	-61.813786
423.598480	-61.771919
423.934937	-60.782951
424.271393	-59.103802
424.607849	-62.154388
424.944305	-62.204659
